,#peaks_0.05,#peaks_0.1,freq 0,freq 1,freq 2,freq 3,freq 4,height 0,height 1,height 2,height 3,height 4,width 0,width 1,width 2,width 3,width 4,prominence 0,prominence 1,prominence 2,prominence 3,prominence 4,second harmonics,Label for OM and EL,target
40,8,3,9.811103650347944,4.967647417897694,19.622207300695887,14.778751068245635,0.9935294835795386,0.025298780547276984,0.016693198245698083,0.007251702069767423,0.006840011154544385,0.004885210689330912,1.1579795374265842,2.422655557049154,1.3043061095985138,2.0539609165447246,1.5187275901091821,0.025176371630065385,0.01644515213699249,0.007193395491740661,0.006754866830114826,0.00438448449150315,1,1,1.0
41,1,1,9.811103650347944,14.778751068245635,4.967647417897694,6.7063240141618845,16.517427664509828,0.07164140138450198,0.007565963769034154,0.005354204525065031,0.005155363418516379,0.004634441351376195,1.1322695662580315,1.99782740071538,1.7397845013009317,1.2986769207898945,1.1586382457181799,0.07152424210477593,0.007453833167791702,0.005234284918298642,0.004812070016503118,0.0038975280834417252,1,1,1.0
42,2,2,9.811103650347944,19.622207300695887,0.9935294835795386,0.6209559272372116,1.490294225369308,0.16452952295052772,0.1071618769844301,0.03020501894020076,0.022611139313041616,0.01811793957782112,1.1397099547214538,1.3407380641984616,5.289964000888693,0.6209924463858529,2.5558209751491052,0.16410583552332553,0.10714700095189408,0.027345419348463202,0.003689294571052614,0.011081831982385881,1,1,1.0
43,9,3,19.622207300695887,9.811103650347944,7.699853497741424,4.843456232450251,6.7063240141618845,0.04877396134443643,0.029552018242223636,0.00908422773900475,0.008319079907031415,0.006853920744397321,1.3122609056694614,1.0723772758698402,1.2409242194121646,2.5006234464805175,1.4842189023021675,0.04862685653342917,0.029212821618458465,0.008441681008459942,0.007744024549848842,0.00626910165658896,1,1,1.0
44,6,2,9.811103650347944,19.622207300695887,0.9935294835795386,2.1112501526065195,1.6144854108167503,0.017998439414553084,0.013207862952722062,0.0037083134224763096,0.0026368048605890427,0.0025840204280632435,1.1077709268320035,1.3489340118405835,3.391785079460041,1.9416145852984137,2.4402932175534726,0.01796117575817748,0.013180472748128948,0.003606112539232561,0.0013118735911063864,0.0009866356035953103,1,1,1.0
45,13,7,10.05948602124283,1.2419118544744232,0.8693382981320963,1.862867781711635,2.608014894396289,0.004334841912494343,0.0034563583734959365,0.001847590020467066,0.001371050559853641,0.0012707204875343305,1.2069027147156817,1.1733993886813057,3.8980021438462504,0.9565945261829327,2.649820971051433,0.004263205061714811,0.00316491651105669,0.000892150362947684,0.0009699397147676172,0.0010771586510680104,0,1,1.0
46,15,8,10.05948602124283,2.608014894396289,19.99478085703821,1.7386765962641926,1.2419118544744232,0.004484550580670931,0.0015535409158841805,0.0013732446925211494,0.0013206198826252894,0.0011840312260332762,1.2108571672518167,1.3950922665148013,1.5164372186496564,1.389420770641232,1.9484542774204368,0.0044809640349866816,0.0014713673510612503,0.0013600770734088163,0.0011486531923100352,0.0009086002710125794,1,1,1.0
47,12,6,0.4967647417897693,1.3661030399218657,0.9935294835795386,10.05948602124283,1.7386765962641926,0.02166994539059811,0.021323459151960614,0.020389251602909688,0.016326598746241885,0.014533043546372913,11.920890736145,1.0467407902165249,0.8509860707483652,1.1871694268863422,1.3158990448618706,0.01755386052373671,0.008321583793882849,0.0051764915946474945,0.016215868033995374,0.001477259563391108,1,1,1.0
48,13,5,10.05948602124283,0.745147112684654,0.4967647417897693,1.9870589671590773,1.2419118544744232,0.013804120893106463,0.00956374346881012,0.0067242626698724205,0.0053222365334770145,0.0042577672095586595,1.193778363072198,1.6839502841297183,0.8361003406830805,1.1354122634783828,1.5275816017874622,0.013673440422913076,0.008353382085751317,0.0021788856767354786,0.003911918651833755,0.002686721741477458,0,1,1.0
49,11,4,10.05948602124283,1.2419118544744232,1.490294225369308,2.1112501526065195,3.2289708216335007,0.014274159658069243,0.006522476842582386,0.0044239912572583496,0.0043443971636974174,0.004013633712412086,1.1534434832946658,3.9360298434688703,0.6137428458128795,0.8653631824864334,1.8586883764629896,0.014140348989235704,0.0062892924840239174,0.0004659782868384624,0.002201200241018281,0.003134375468283108,0,1,1.0
50,12,5,10.05948602124283,1.2419118544744232,1.7386765962641926,0.6209559272372116,3.2289708216335007,0.011107953593051015,0.005404731688982967,0.0046735485889760715,0.0034257907078062725,0.0033675580960919487,1.214866428718807,2.5310373658473964,1.661342234421328,2.766753640736327,4.235921450884085,0.010897521209959897,0.004772317751349506,0.003148405417756835,0.0019829176693937833,0.0030019354231935872,1,1,1.0
51,7,2,10.05948602124283,19.99478085703821,1.7386765962641926,2.8563972652911738,2.1112501526065195,0.01000534552315324,0.003062602545198664,0.0018290636144538614,0.001619157092310058,0.0015271838066859141,1.2035492420791059,1.4734938228249348,1.6324281551073483,2.9288713142989913,1.9723663271890342,0.009943874591836535,0.003007587585097078,0.0017339797914189307,0.0011444548331941192,0.0006356850523494849,1,1,1.0
52,10,3,10.05948602124283,19.99478085703821,1.2419118544744232,3.601544377975828,4.222500305213038,0.008312443235243888,0.002920571615905748,0.0023018262453099033,0.0016159213779699294,0.0012984643272923814,1.2082710116280424,1.4570324414827098,4.375531655343309,1.3735228812477267,1.2376455942020854,0.008308035268645104,0.0028956621529473785,0.002251333269062757,0.0014620340518556327,0.0008262534623173278,1,1,1.0
53,12,3,10.05948602124283,6.954706385056769,7.45147112684654,1.7386765962641926,7.948235868636309,0.013395070724181434,0.004076474357395419,0.0031279448294235213,0.0029887969417681467,0.0029239964642250593,1.2348694907410191,2.248513164393664,5.611113717571598,1.6362384411391062,1.7208732730981708,0.013286253268811717,0.003913176257040879,0.0024580235523127374,0.0021284427513043485,0.0005697018649516166,0,1,1.0
54,2,2,10.05948602124283,19.99478085703821,4.843456232450251,4.595073861555366,18.877060188011235,0.09160664694515548,0.029536027785398117,0.005395539418299586,0.004548145400879707,0.003320488419817834,1.2135253814952875,1.380647788786348,2.17014365220232,1.5849673481393154,2.67210844186161,0.0914367643019251,0.029344313867268296,0.005181241788017091,0.00232307622135876,0.000510718046845405,1,1,1.0
55,21,6,19.99478085703821,5.091838603345137,10.05948602124283,1.490294225369308,1.117720669026981,0.008648882343970946,0.008077382350912347,0.006074789505973983,0.003476208596712183,0.003037946723658311,1.4176412256082642,2.4031217592977114,1.0636242774287865,4.717542952498463,0.7956372036059705,0.008574567013424647,0.007833977884788804,0.005815121224552933,0.002840802331337978,0.0004069256533561429,1,1,1.0
56,52,35,9.833333333333334,9.416666666666668,10.166666666666668,9.583333333333334,12.333333333333336,0.003365567018489408,0.0028556342204613485,0.0024304096747230037,0.0022965933181646643,0.002128909649353322,1.4216271425560194,3.017096329386348,1.3978702485558756,0.5068142759258194,2.946428164035609,0.0033362083656321368,0.0020827333168097714,0.002056497071617946,1.8462235934632414e-05,0.001987872324203271,0,1,0.0
57,53,36,9.833333333333334,12.333333333333336,12.916666666666668,9.416666666666668,10.166666666666668,0.0037369371915714506,0.003214204261394471,0.0031251528642693423,0.002947181285948972,0.0027844062728018546,1.3338179912179982,2.832810237686715,1.6941587558365825,2.8896489063810122,1.6661657909211698,0.003692820896238758,0.00312542048928733,0.0029869727175508474,0.0019760102389502323,0.0026804441477374487,0,1,0.0
58,59,41,9.500000000000002,12.916666666666668,10.166666666666668,9.833333333333334,12.333333333333336,0.0034222457041526854,0.003360197220412158,0.00330720606559067,0.003303791508303359,0.0029700111319362478,3.3540013965130697,4.96027918673002,1.7005156821529823,1.1569799358378674,3.3674856522689254,0.003231850720023732,0.0031305295363057784,0.002966840367971932,0.002639923685532351,0.002480920555795664,0,1,0.0
59,50,34,14.583333333333336,9.833333333333334,9.583333333333334,10.166666666666668,16.333333333333336,0.003851333947184988,0.003666765189657457,0.0034868122581516426,0.0034480944857041233,0.003088936312884964,1.4684408349441185,1.7154402150494832,2.8677498560664105,1.4518293792689008,1.6513114068200707,0.003733176386096941,0.003452185111240928,0.0024481522406734828,0.0030137776470617215,0.0027951264277799952,0,1,0.0
60,53,36,14.583333333333336,9.833333333333334,9.583333333333334,16.333333333333336,14.083333333333336,0.004092028177015927,0.0036345991403007455,0.003437665504122439,0.0031757391471833947,0.0031217685955997943,1.4486107447292795,1.727901066576436,2.9246043015601515,1.5471261225621333,1.5796013334060888,0.0040289841779403476,0.0034028520192368834,0.0020670974690352355,0.002998668401892852,0.0024311245501578618,0,1,0.0
61,52,39,14.583333333333336,9.833333333333334,9.583333333333334,16.333333333333336,14.083333333333336,0.004040272093020854,0.0036867622158237383,0.003445358529960864,0.003068167454126352,0.0030660184511464637,1.4266059053022673,1.6548430600073374,2.9141997515565805,1.390517029775424,1.475951679064707,0.003981482363248411,0.0034090220975062178,0.0017279676193448915,0.002803404066427839,0.002273423818962673,0,1,0.0
62,54,46,9.833333333333334,9.416666666666668,7.583333333333334,13.333333333333336,10.750000000000002,0.0035918280906614905,0.003136943146414221,0.0028006620751705844,0.002777477385862084,0.0026526667561847486,1.3185567883428888,3.1295033219380173,1.156052837910579,3.1119468874369716,1.2490259845534268,0.003526679332338692,0.0025543245848982325,0.0023777318309630034,0.0026118023790316787,0.0023573421390155956,0,1,0.0
63,48,38,9.833333333333334,9.416666666666668,7.583333333333334,6.416666666666668,13.333333333333336,0.0033130892608195647,0.003069437187285686,0.0025002293245969397,0.0022489419695095,0.002240026201340559,1.4013763252344518,2.8903618281334076,1.3154437945174493,1.8161096515354131,2.8837793798610107,0.0032563528419115523,0.002265196023064315,0.0024292164602352263,0.002140284117699923,0.0021738840396377046,1,1,0.0
64,49,38,9.833333333333334,12.333333333333336,12.916666666666668,9.416666666666668,14.333333333333336,0.003940906066272661,0.003662212931640397,0.003455558760097005,0.0032419777391045857,0.0031053548529282665,1.6957050922117105,2.4690712894086744,1.0998306558276738,0.9893664283411852,1.4418018644653614,0.003889203213700961,0.0034192726154066693,0.0023867565728642234,0.001722324780515035,0.0023164601367407635,0,1,0.0
65,49,26,12.916666666666668,12.333333333333336,9.833333333333334,9.416666666666668,13.500000000000002,0.005031092548629087,0.004760451489621409,0.004255578371396999,0.0034127950856362482,0.0033922101453839307,1.7077314016201797,2.3440469900166363,1.3715220746053234,1.5534191404970272,1.3754830985467663,0.0049786527214886,0.004535622194785568,0.003937694787563224,0.0028426655896327383,0.00248357989219242,0,1,0.0
66,51,36,12.916666666666668,11.500000000000002,9.583333333333334,13.250000000000002,12.250000000000002,0.006834578679445351,0.006176888157225116,0.005743179599620245,0.0056194354040131796,0.005500636682098323,6.207880424326703,1.1804602430325417,2.4642591493608847,1.8639446663976003,2.0251387520663116,0.006541404193876741,0.00543819895742661,0.0053309365762036565,0.001068449680633977,0.004097818637734576,0,1,0.0
67,48,33,10.666666666666668,10.166666666666668,9.500000000000002,14.583333333333336,12.000000000000002,0.00707536798116625,0.005301331999369473,0.005160192430644485,0.004958105746372847,0.00483022702468195,1.2481127826299172,1.4741324217892924,2.305594938006138,1.4646549175739665,1.6684937234209087,0.00697696567122456,0.004571534282216982,0.004627421679953562,0.004785941613524034,0.004369992069721324,0,1,0.0
68,47,35,14.583333333333336,10.166666666666668,16.333333333333336,14.083333333333336,9.666666666666668,0.005138406944537742,0.004781279425268706,0.0047447116756127615,0.004659665966793754,0.004538199989126422,1.4825018820787363,1.2487653487028467,1.3755818439321388,1.8196145764160008,4.6361356026044405,0.0048543982655235695,0.004509538806925832,0.0041964006387989,0.003989868711532648,0.00375062527029507,0,1,0.0
69,52,38,14.583333333333336,9.833333333333334,16.333333333333336,14.083333333333336,14.833333333333336,0.004249305974384987,0.0038904737729612243,0.0035673817028497225,0.0035192100095193008,0.003220874936704773,1.5067885783901431,1.4960113486603746,1.4365916889123298,1.5000438504890496,0.7458186711117207,0.004140495154150143,0.003760676510522985,0.003086005851403659,0.0027950157689632204,0.0013468400493001102,0,1,0.0
