,#peaks_0.05,#peaks_0.1,freq 0,freq 1,freq 2,freq 3,freq 4,height 0,height 1,height 2,height 3,height 4,width 0,width 1,width 2,width 3,width 4,prominence 0,prominence 1,prominence 2,prominence 3,prominence 4,second harmonics,#peaks_0.05,#peaks_0.1,freq 0,freq 1,freq 2,freq 3,freq 4,height 0,height 1,height 2,height 3,height 4,width 0,width 1,width 2,width 3,width 4,prominence 0,prominence 1,prominence 2,prominence 3,prominence 4,second harmonics,target
0,47,37,16.333333333333336,14.583333333333336,16.500000000000004,14.083333333333336,17.000000000000004,0.009279576272970843,0.008939810335829091,0.008834403613694933,0.008347036840125924,0.007826286072714484,5.326312070456197,1.0647534745182554,0.9813519890002169,1.2292428649045632,1.4184747988431639,0.0085685517739093,0.006659198542945381,0.0030457349014206825,0.006241014894364485,0.004460448880135397,0,25,8,12.04227082821332,12.779552715654953,11.141148521340213,16.957483411157533,15.564839845990006,5.300600587905183,2.204390546784085,2.162598254929785,2.090350942251839,2.089337484857545,1.955502747298567,3.7298784380505765,2.908898144020668,1.3648342622884968,4.826135277107227,5.243226683488387,2.1436042324028683,1.4586290402198423,1.786838746228423,1.6555559316223416,0,1.0
1,46,30,12.833333333333336,12.000000000000002,11.083333333333336,12.666666666666668,13.833333333333336,0.0143271404974182,0.012430251086507128,0.0111117351764069,0.010166457006290607,0.009711200406128785,1.3345299723144706,2.196597049615292,1.1867961759069203,0.9968468718880104,1.400773432786309,0.013815972931740835,0.011466079819336346,0.009563359054490848,0.009144253767402511,0.007762852621204042,0,52,32,9.338903907594002,12.04227082821332,11.059228311624477,10.48578684361432,8.929302859015321,2.8738395617068524,2.8228206326637326,2.2700376570935634,2.2365760175237765,2.2048906822545837,5.120579569630067,1.921957516698825,1.0945282172857276,4.0531603674418335,1.3924139322254234,2.795024613857646,2.6464167312232596,1.8733936961337014,1.6627943483872483,1.4307993963337722,0,1.0
2,39,26,15.500000000000002,17.000000000000004,14.583333333333336,16.500000000000004,14.333333333333336,0.00994529946311272,0.009912475675549952,0.009245411232884191,0.009044746041314332,0.008611061268079834,2.8969519062470965,1.2280056964053188,1.3799487953039886,1.4915329087232863,1.4019569461798653,0.009681462206022808,0.008402708558116097,0.008812443707282031,0.006466728910572253,0.005610892011938592,0,35,18,12.04227082821332,9.830425165888425,10.076185795035633,13.352994183665107,11.141148521340213,3.9298641415494613,2.8001415507146334,2.068655377249708,1.9001981734875275,1.8947712403607428,2.3018457966316532,2.1447840278647448,0.9395233164915737,2.3150410247414186,0.9833064074173592,3.8468191929192,2.3744722524337902,1.1513171280011445,1.6443402786831807,1.2775302913599074,0,1.0
3,46,26,17.000000000000004,16.166666666666668,15.500000000000002,16.500000000000004,16.666666666666668,0.02019065289070544,0.01743463059693285,0.017392675155617227,0.015741642844018633,0.014568829612807057,2.0953635652751075,1.793379697661237,1.4612687575859695,1.1327493144568734,0.8960532308930169,0.019617930468832583,0.013007345439635564,0.013488233259613057,0.006459397909351964,0.0039314182248876076,0,46,23,12.04227082821332,9.830425165888425,10.48578684361432,10.240026214467107,16.71172278201032,2.8780011109173524,2.4868288635716067,2.246315497113065,2.202084392547792,2.166301486357225,2.5997452508019308,2.4156573156262198,1.347069422003429,1.3992799376564165,3.7610326572117287,2.804974131328532,2.277239332394535,1.4859355975577646,0.8611871923598478,2.0382407627589103,0,1.0
4,4,2,8.487333736396613,16.851662636033858,1.7220677146311971,1.3530532043530834,0.6150241837968561,0.013457954214034572,0.008602031557996893,0.004335051996338551,0.003908995091952649,0.0026355223844243677,2.1108226980972233,1.3476465812964022,6.265875888006978,1.5783944724791503,1.4767207343478899,0.013258153185023613,0.00854048995572677,0.00410913777186428,0.0011285875803491636,0.0015050102311125746,1,11,2,8.464328899637243,16.928657799274486,8.101571946795648,8.82708585247884,9.068923821039904,10.37479499471734,3.315860376988892,2.1781172751355866,2.164460697574163,1.3523709152993229,2.4509464090492514,2.342131826752535,0.7634576450829798,0.8384269466588705,0.9006808739190575,10.318862213055349,3.2702781908488974,0.7858582571353085,1.1365385084828017,0.8670591739523408,1,1.0
5,3,2,8.487333736396613,16.851662636033858,1.3530532043530834,1.1070435308343407,7.8723095525997575,0.02134569929008156,0.015374258139166675,0.0033155164021075423,0.003050948582048516,0.002116677346940236,2.086682664513347,1.318819310752957,4.498887463966729,0.8249235656956913,0.5788420727250809,0.021230726661600575,0.015316471430165323,0.003152263978829433,0.0012466648765175092,2.1312211833669856e-05,1,11,2,8.464328899637243,16.928657799274486,8.101571946795648,8.82708585247884,9.068923821039904,9.461273620973886,3.385808359272762,1.9637738764601764,1.9503197227785993,1.2479598306850432,2.4502969632682152,2.3691851825500976,0.776503403371521,0.8588749442805721,0.9162547799639782,9.364240083330106,3.34877688835153,0.7514084034258577,1.0765377857278975,0.7975188301254004,1,1.0
6,5,4,8.487333736396613,16.851662636033858,5.0431983071342215,1.7220677146311971,3.4441354292623942,0.011131585595692505,0.009203181160115459,0.0029331230899661306,0.002225457659406083,0.0010818680027695083,2.1378503216592435,1.2971583983128028,1.2129223204227486,1.1565415491714415,1.3394321211453466,0.011107580961432426,0.00911313026520668,0.0028789911617883414,0.002117546044686381,0.000925538780913195,1,10,2,8.464328899637243,16.928657799274486,8.82708585247884,8.101571946795648,1.692865779927449,8.283742661422476,3.562781554394768,1.7643532890559197,1.6913285621289331,1.5147600507562164,2.4886259844712555,2.503357710062147,0.870344525983441,0.7463281038303933,2.4921875315524105,8.233087907766697,3.544764136288452,1.078912057880546,0.5190980553717444,1.3859398369940172,1,1.0
7,5,5,16.851662636033858,8.487333736396613,1.3530532043530834,5.0431983071342215,12.669498186215234,0.014974355977029497,0.0146890167869177,0.0044241672094129155,0.003084121676360759,0.003022097575756261,1.3221225593692054,2.0588782395938097,1.2257879403384297,1.1143833863352555,1.0893221409158684,0.014949916601679774,0.014620271432930135,0.0042740830465450574,0.002870199873965633,0.0029937991446257247,1,12,2,8.464328899637243,16.928657799274486,8.101571946795648,8.82708585247884,9.068923821039904,10.061105714210328,3.975445030971376,2.171929572527833,1.980686416317972,1.3135641722217692,2.47745086320829,2.42166005161738,0.7594260491266454,0.8719295829832987,0.9198652246500529,10.022570947107114,3.970497299019236,0.7217592835458253,1.1107873007675892,0.82615410657454,1,1.0
8,3,3,8.487333736396613,16.851662636033858,12.669498186215234,4.305169286577993,13.530532043530837,0.017387551531665622,0.008337420787613672,0.002357714477172121,0.0011280431025250824,0.000999164939991105,2.0355354323813515,1.313904356379652,1.0732967440513477,2.113594577340919,1.1879058606938884,0.01731105180584917,0.008264414846439338,0.002270100523780715,0.0009851734813189107,0.0008417069629772781,1,12,2,8.464328899637243,16.928657799274486,8.101571946795648,8.82708585247884,9.068923821039904,10.101135715279106,3.772985005659042,2.1699960976402353,2.0345537705060037,1.3119337390891144,2.4795655214860517,2.382755090867704,0.7740184952971134,0.8704677321410941,0.9255366202596349,10.063779305719647,3.755489861190094,0.770464437566682,1.1883444239598888,0.8812233277495678,1,1.0
9,8,3,11.940370370370374,6.0281481481481505,0.8114814814814816,1.2751851851851854,3.941481481481482,0.008117617303565212,0.00212239964361221,0.0020486652381826406,0.001727360392677123,0.0014058325770463355,1.410866395701433,1.5296623132262397,3.1159964905659887,1.7912519907814541,2.188435161657555,0.008114441777541349,0.002069098202644447,0.0019558128043032437,0.0008257370025644591,0.0012425339364134178,1,9,1,11.851851851851851,7.407407407407407,10.370370370370368,13.333333333333336,12.535612535612536,6.916544633037597,2.1178897984638767,2.042650511070083,1.638137478551415,1.246958323918418,2.690967631706002,2.586576305784952,3.66588055325262,3.486886568384051,1.1380348338128385,6.837914083977403,1.9651908054312353,1.7254564480381807,1.4831259504167762,0.44861814098786434,0,1.0
10,23,8,11.940370370370374,0.9274074074074076,6.0281481481481505,1.3911111111111114,11.128888888888893,0.005225436803385645,0.0018128561096834,0.0017379042408270386,0.0015274692304867252,0.0014227827117292205,1.406704824609207,2.68379900113273,1.4209166475134154,4.544926864562941,1.4285927932820215,0.00520546354152428,0.0017906339421692183,0.00162561366539088,0.0010577914237099345,0.000997873821793056,1,13,2,11.851851851851851,7.407407407407407,10.370370370370368,9.002849002849002,8.433048433048434,5.891806062908657,2.5586689786580457,2.4884014494154068,1.9389955560036625,1.7226598015130623,2.844980908822592,2.5630773830047175,4.570550279715263,2.0270582156710475,1.553993548916992,5.857605213832762,2.398579408978695,2.159725871094974,1.3881687370796456,0.9622097288985614,0,1.0
11,19,6,11.940370370370374,0.9274074074074076,1.3911111111111114,1.6229629629629632,10.317407407407408,0.005198831891752101,0.0029455229961486322,0.0028281538102455602,0.0023538014827646256,0.0013487830554542988,1.3767269703152891,2.4706596678082917,1.229050791420784,0.9558324965675684,1.6034807553655526,0.005176869782611045,0.0028740992282883333,0.0018416130136373172,0.000788668737243758,0.0010809030991872708,0,20,6,8.433048433048434,7.407407407407407,11.965811965811966,9.002849002849002,8.774928774928775,3.564295822282602,2.9418788455417206,2.9217677737917582,2.811504683822976,2.3432410309815546,2.1309688704512695,2.3412109511761727,2.653560954973983,2.1344747564427706,1.5595890306030498,3.501452298043467,2.4194338483448767,2.8910101399132504,2.2262862986245455,1.013548412950316,0,1.0
12,33,21,4.057407407407409,2.550370370370371,11.824444444444447,3.7096296296296303,3.1300000000000003,0.006315650846802815,0.0059214864688431155,0.005546925433748402,0.00501959749112085,0.0040388205352244345,5.118465166213742,4.272014770957284,2.048105059823399,0.9067624040200819,0.8766352161723532,0.006036280943911017,0.004260329531794449,0.005290315123119059,0.001322674467750801,0.0013823907099632768,0,6,1,11.851851851851851,10.370370370370368,13.333333333333336,12.535612535612536,12.763532763532766,8.262071291729228,2.2043362862147027,1.9493230731789373,1.5501628330384976,1.3518135147301265,2.691714181179293,3.1285919721720603,3.4024264628894656,0.890925171175823,0.8032530774034115,8.203705542809777,1.8766495467163853,1.4078090806923123,0.5355349378693846,0.48660905397884346,0,1.0
