,#peaks_0.05,#peaks_0.1,freq 0,freq 1,freq 2,height 0,height 1,height 2,width 0,width 1,width 2,prominence 0,prominence 1,prominence 2,second harmonics,#peaks_0.05,#peaks_0.1,freq 0,freq 1,freq 2,height 0,height 1,height 2,width 0,width 1,width 2,prominence 0,prominence 1,prominence 2,second harmonics,target
20,4,2,11.9994102034798,5.9997051017399015,17.999115305219703,0.02021107822550797,0.00421232986195889,0.0020754528197134262,1.215173937399868,1.3047406729073927,1.397358506286679,0.020191800055231468,0.004188114126265079,0.0020670367914911417,1,15,1,11.992529244077462,17.595596185982505,19.168386906517245,8.768621009225622,2.3386777349852927,2.030703886117277,1.9386983141051957,4.631655723009061,4.051253499458994,8.759583747648527,2.196445332393578,1.492439002523795,0,1.0
21,3,3,11.9994102034798,5.9997051017399015,17.999115305219703,0.00886748913844313,0.005086383563633142,0.0016007373557655597,1.2176694892861804,1.4318224312670864,1.3131149041335561,0.008862338848189186,0.0050284622938631144,0.001555293794365856,1,12,5,11.992529244077462,5.996264622038731,1.3761918804679052,10.115124590779644,4.513879431135424,2.0826173199281435,1.8113100819883101,1.3159765552612015,2.5784620566417384,10.090555325626825,4.410244282964017,2.017096052066113,1,1.0
22,3,3,11.9994102034798,5.9997051017399015,17.999115305219703,0.020392450764583958,0.012161080374848634,0.003386879821124167,1.1984988125606009,1.214136104040712,1.2959275456786088,0.020355847344380573,0.01205958957602722,0.003354735906415599,1,1,1,11.992529244077462,11.697630983977197,11.206133883810086,16.61135360403044,2.5776727063410045,1.482395262543433,1.7214184155649122,2.5594117194071515,1.247742411707236,16.56762699746353,2.2204385482168507,0.802147641636067,0,1.0
23,7,4,11.9994102034798,5.9997051017399015,2.099896785608965,0.014157471358971987,0.006052418229518251,0.002952186516954505,1.1879792834356095,1.3308383696224482,1.4560298916754455,0.014081313713794496,0.005962671230805266,0.002839887690191341,1,7,3,11.992529244077462,1.3761918804679052,5.996264622038731,11.354371409258905,5.412572093548728,2.821952823331328,1.6902965587701715,1.4565434480455757,1.3509488572452568,11.35194332172732,5.3498151705398085,2.771229881893771,1,1.0
24,20,4,11.9994102034798,5.099749336478915,2.899857465840952,0.012260411265541624,0.0023184663891006657,0.002283701550178614,1.3400043728220368,1.4097124765935192,1.5055523514375722,0.012254000061446104,0.002276116810162985,0.002059081227041914,0,2,1,11.992529244077462,11.697630983977197,5.996264622038731,16.217370955892992,2.488292245528579,1.7129466222176404,1.6765751197273744,2.683939826785064,1.3873158668223908,16.177224882853416,2.080649472967342,1.6388799470298292,1,1.0
25,11,2,11.9994102034798,5.9997051017399015,3.5998230610439403,0.010604777018627585,0.0024531563283775185,0.002378512511912604,1.2497081659323896,1.6322073916048367,3.021321702709166,0.010572607706685104,0.0023936891954448045,0.00217563377207153,1,3,2,11.992529244077462,5.996264622038731,11.697630983977197,13.309743066299006,4.436187067086776,2.1025077776727152,1.6533677143609253,1.3509201263569182,2.7768822183994786,13.267576816955195,4.392127900978421,1.9222529348971038,1,1.0
26,3,3,5.9997051017399015,11.9994102034798,17.999115305219703,0.015234759759520884,0.014749799972030376,0.008715557646439645,1.0808556795324549,1.2197757998536645,1.3632021339660128,0.015200135373415828,0.014715713736889144,0.00867070571453944,1,2,2,11.992529244077462,5.996264622038731,11.697630983977197,12.181741690529137,7.760048885972457,1.8613730505020756,1.7128667444848276,1.328642616812452,2.394599285862782,12.144086952524543,7.695117726414362,1.5774298624506093,1,1.0
27,13,4,9.811103650347944,0.9935294835795386,19.622207300695887,0.015301059938744706,0.011159131979840654,0.007388377473751394,1.0651609448493389,3.640938673909168,1.3659026451938132,0.015235961000830248,0.010854540690884954,0.007344269919814104,1,40,30,1.83127823220608,6.470516420461483,4.0288121108533765,3.8995698925901783,2.6305061643183905,2.2548121009528788,1.1938731141200805,1.3804548806624268,1.0461342332170354,3.6202719433141164,2.3485957816880125,1.5766791539903002,0,1.0
28,20,13,9.811103650347944,0.9935294835795386,0.6209559272372116,0.01974699079491705,0.018751993595811527,0.014923841032099204,1.1361760349899868,6.229005897536012,2.4937029659717767,0.01937350691388949,0.016769167445328755,0.0037582908051680807,0,26,12,9.766817238432424,1.3429373702844585,1.83127823220608,4.6386495490245965,2.115488798314549,2.0779753100142466,2.4796027692371325,1.2821503773090033,1.0655512742583468,4.588829386279417,1.8627879238009812,1.558500782666489,0,1.0
29,9,6,9.811103650347944,1.2419118544744232,19.622207300695887,0.018959460186775384,0.008304281538629124,0.008228888938261757,1.1226024784209585,1.6174067730695096,1.3038240888622,0.018864040978839633,0.007625497755645736,0.008178684841084671,1,43,28,1.83127823220608,6.104260774020267,1.3429373702844585,3.528362799102525,2.5674576577209334,2.3772625187159693,1.3284451175747058,1.3992979870583042,1.0650023696433255,3.5084997995176392,2.2551686495709715,1.6096498449279557,0,1.0
30,11,7,9.811103650347944,19.622207300695887,0.745147112684654,0.020061105240663103,0.011241538400570314,0.007502751447643868,1.0978695746930924,1.3733115171145869,1.405521646884912,0.019901356804512632,0.011194886984719253,0.007096771215542563,1,14,6,9.766817238432424,1.3429373702844585,19.655719692345254,7.047977643348003,1.9668444512616987,1.8677309819538912,2.3713234131356273,1.4827552273488056,1.3620488433295463,7.032782530086599,1.7839788281218112,1.8365761721854503,1,1.0
31,5,3,9.811103650347944,19.622207300695887,0.9935294835795386,0.0137149793753614,0.0068913775316679785,0.006122873351090854,1.1194920803026491,1.3829418458952318,2.5136384121586675,0.013644611430887712,0.006835550225780338,0.005653687584649333,1,45,34,1.83127823220608,1.3429373702844585,0.8545965083628372,2.63097669411236,2.552131626334325,2.0948412178550058,1.2990010321864034,0.8705135782164053,0.9844634873172984,2.44614691257166,1.4877834446880454,1.6413202502732394,0,1.0
32,2,2,9.811103650347944,19.622207300695887,0.9935294835795386,0.024507575980615637,0.01242920122653939,0.005245022384474844,1.1290826216820875,1.3261726719464662,2.634033336393964,0.02444724055567481,0.012400401572974062,0.004890956601359738,1,26,14,9.766817238432424,7.6913685752655345,7.935539006226345,6.387607042996148,2.584783049501424,2.0926166872607066,2.15732587142557,1.1821598189727283,0.8587740437935452,6.219498012319009,2.237847837077837,1.209730235319841,0,1.0
33,8,3,9.811103650347944,4.967647417897694,19.622207300695887,0.025298780547276984,0.016693198245698083,0.007251702069767423,1.1579795374265842,2.422655557049154,1.3043061095985138,0.025176371630065385,0.01644515213699249,0.007193395491740661,1,4,4,9.766817238432424,4.883408619216213,19.655719692345254,9.886818604777538,8.858409981384082,4.620956593318364,2.2675181619570566,1.3429378017751503,1.1272730607866492,9.848131718257706,8.654138481367307,4.542744239548875,1,1.0
34,1,1,9.811103650347944,14.778751068245635,4.967647417897694,0.07164140138450198,0.007565963769034154,0.005354204525065031,1.1322695662580315,1.99782740071538,1.7397845013009317,0.07152424210477593,0.007453833167791702,0.005234284918298642,1,8,5,9.766817238432424,7.935539006226345,19.655719692345254,8.996228051809792,2.3503007232904043,2.1194366620061804,2.6969867358520787,1.2528488429248696,1.2618418398305664,8.942935263495595,2.044920423600757,2.1167443884517736,1,1.0
35,2,2,9.811103650347944,19.622207300695887,0.9935294835795386,0.16452952295052772,0.1071618769844301,0.03020501894020076,1.1397099547214538,1.3407380641984616,5.289964000888693,0.16410583552332553,0.10714700095189408,0.027345419348463202,1,2,2,9.766817238432424,19.655719692345254,9.034305945549995,13.436973262418638,6.0099607363137855,1.1330415326205048,2.4518958223107177,1.13172174323293,0.8540619236607228,13.405035878133745,5.974256811142129,0.5192650311134966,1,1.0
36,9,3,19.622207300695887,9.811103650347944,7.699853497741424,0.04877396134443643,0.029552018242223636,0.00908422773900475,1.3122609056694614,1.0723772758698402,1.2409242194121646,0.04862685653342917,0.029212821618458465,0.008441681008459942,1,2,2,9.766817238432424,19.655719692345254,6.22634598950067,14.065404726531035,5.255075125885157,1.4239933648415348,2.3280137474304468,1.111449624275025,1.9774277528914936,13.942552690551194,5.226850803216115,1.1996970977722932,1,1.0
37,6,2,9.811103650347944,19.622207300695887,0.9935294835795386,0.017998439414553084,0.013207862952722062,0.0037083134224763096,1.1077709268320035,1.3489340118405835,3.391785079460041,0.01796117575817748,0.013180472748128948,0.003606112539232561,1,4,2,9.766817238432424,19.655719692345254,9.400561591991211,13.510718516795334,5.231516133105986,2.0145246333397764,2.4310343303681066,1.111380602250847,0.5013869563452857,13.502811121500857,5.17258999930442,0.0026960622439919923,1,1.0
38,13,7,10.05948602124283,1.2419118544744232,0.8693382981320963,0.004334841912494343,0.0034563583734959365,0.001847590020467066,1.2069027147156817,1.1733993886813057,3.8980021438462504,0.004263205061714811,0.00316491651105669,0.000892150362947684,0,3,2,10.010987669393236,7.569283359785129,8.05762422170675,17.466347416814955,3.9850078521367225,1.4274310419091878,1.338806406275367,1.4673906832960455,1.1045736479447044,17.38858456301743,3.8394500521634862,1.2106717563867253,0,1.0
39,15,8,10.05948602124283,2.608014894396289,19.99478085703821,0.004484550580670931,0.0015535409158841805,0.0013732446925211494,1.2108571672518167,1.3950922665148013,1.5164372186496564,0.0044809640349866816,0.0014713673510612503,0.0013600770734088163,1,16,4,10.010987669393236,7.569283359785129,4.517152972774998,11.243412944982667,3.852439353980294,2.444268598287115,1.254462735689799,2.1158977592350894,1.390570638850221,11.123158712250405,3.6063644025686115,2.0635326474223024,0,1.0
40,12,6,0.4967647417897693,1.3661030399218657,0.9935294835795386,0.02166994539059811,0.021323459151960614,0.020389251602909688,11.920890736145,1.0467407902165249,0.8509860707483652,0.01755386052373671,0.008321583793882849,0.0051764915946474945,1,3,1,10.010987669393236,7.569283359785129,19.89989012330607,18.189321488905296,3.0656595520992798,1.368151609450065,1.3405728471497582,1.4085598514770865,1.3216975857659463,18.09773220475813,2.82028092316542,1.3130329647768142,1,1.0
41,13,5,10.05948602124283,0.745147112684654,0.4967647417897693,0.013804120893106463,0.00956374346881012,0.0067242626698724205,1.193778363072198,1.6839502841297183,0.8361003406830805,0.013673440422913076,0.008353382085751317,0.0021788856767354786,0,22,6,10.010987669393236,4.517152972774998,4.150897326333782,7.719291656672312,2.068286390499181,1.8911133104703293,1.379781234260463,1.2937953541435263,1.0813473215207097,7.599912287490569,1.948462734946084,1.4376931050325203,0,1.0
42,11,4,10.05948602124283,1.2419118544744232,1.490294225369308,0.014274159658069243,0.006522476842582386,0.0044239912572583496,1.1534434832946658,3.9360298434688703,0.6137428458128795,0.014140348989235704,0.0062892924840239174,0.0004659782868384624,0,3,1,10.010987669393236,7.569283359785129,19.89989012330607,18.146130746791197,2.5807122823765467,1.5200108941600523,1.3472435930562057,1.3230642663741676,1.2826585438572238,18.10896020998304,2.3410515274370414,1.490771369964546,1,1.0
43,12,5,10.05948602124283,1.2419118544744232,1.7386765962641926,0.011107953593051015,0.005404731688982967,0.0046735485889760715,1.214866428718807,2.5310373658473964,1.661342234421328,0.010897521209959897,0.004772317751349506,0.003148405417756835,0,8,1,10.010987669393236,7.569283359785129,7.080942497863507,12.168165114613107,2.510771207889484,1.9087557492047689,1.3847856040998892,1.6993802789172747,1.390496305509437,12.083063983407648,2.322297782925642,1.3501934362868262,0,1.0
44,7,2,10.05948602124283,19.99478085703821,1.7386765962641926,0.01000534552315324,0.003062602545198664,0.0018290636144538614,1.2035492420791059,1.4734938228249348,1.6324281551073483,0.009943874591836535,0.003007587585097078,0.0017339797914189307,1,3,1,10.010987669393236,7.569283359785129,19.89989012330607,15.799497532290475,2.15295037163495,1.4386165410308691,1.3834478181540817,1.5751972937256369,1.34702391106768,15.756180154455206,2.0313603807806646,1.4178759301976032,1,1.0
45,10,3,10.05948602124283,19.99478085703821,1.2419118544744232,0.008312443235243888,0.002920571615905748,0.0023018262453099033,1.2082710116280424,1.4570324414827098,4.375531655343309,0.008308035268645104,0.0028956621529473785,0.002251333269062757,1,4,1,10.010987669393236,4.517152972774998,9.278476376510804,14.441183391144389,1.7284763537500225,1.6876615974663167,1.3606208807266569,1.383689262146369,1.640407422637594,14.368692153691283,1.609695525165977,1.137693705729847,1,1.0
46,12,3,10.05948602124283,6.954706385056769,7.45147112684654,0.013395070724181434,0.004076474357395419,0.0031279448294235213,1.2348694907410191,2.248513164393664,5.611113717571598,0.013286253268811717,0.003913176257040879,0.0024580235523127374,0,3,2,10.010987669393236,7.569283359785129,4.883408619216213,16.215581042781064,3.0003524179299337,2.9055960486512333,1.3154151929014262,1.5119524206801174,2.053208195423693,16.12778715534939,2.894063139589811,2.7853426501371814,1,1.0
47,2,2,10.05948602124283,19.99478085703821,4.843456232450251,0.09160664694515548,0.029536027785398117,0.005395539418299586,1.2135253814952875,1.380647788786348,2.17014365220232,0.0914367643019251,0.029344313867268296,0.005181241788017091,1,4,2,10.010987669393236,7.569283359785129,7.080942497863507,11.738602082624956,6.543568311900219,2.15333385949718,1.2914686545361462,1.7655267062050655,0.6979647449609985,11.703891273055882,6.366540067427064,0.15423812563146155,0,1.0
48,21,6,19.99478085703821,5.091838603345137,10.05948602124283,0.008648882343970946,0.008077382350912347,0.006074789505973983,1.4176412256082642,2.4031217592977114,1.0636242774287865,0.008574567013424647,0.007833977884788804,0.005815121224552933,1,3,1,10.010987669393236,7.569283359785129,2.0754486631668905,13.965329742433171,2.9319435077916705,1.618407045400646,1.2989622193811385,2.246083598335616,1.6108678806566772,13.94268836555664,2.854227037055076,1.4468409361955246,0,1.0
49,50,34,14.583333333333336,9.833333333333334,9.583333333333334,0.003851333947184988,0.003666765189657457,0.0034868122581516426,1.4684408349441185,1.7154402150494832,2.8677498560664105,0.003733176386096941,0.003452185111240928,0.0024481522406734828,0,52,25,11.960350618497582,13.271073973949372,12.779552715654953,3.1987291239155677,2.6482942930393016,2.6024026326564726,2.4840829829271627,2.417729094960208,1.778797018104342,3.1507173905375976,2.548777539860124,1.9516370185705405,0,0.0
50,51,36,12.916666666666668,11.500000000000002,9.583333333333334,0.006834578679445351,0.006176888157225116,0.005743179599620245,6.207880424326703,1.1804602430325417,2.4642591493608847,0.006541404193876741,0.00543819895742661,0.0053309365762036565,0,42,29,11.878430408781846,13.189153764233634,12.779552715654953,2.9317321467028803,2.884678324933198,2.7052750468042808,4.118959455979876,2.423703723691375,1.0754045531656686,2.881001814495962,2.4317168596845846,2.213587062979756,0,0.0
51,48,33,10.666666666666668,10.166666666666668,9.500000000000002,0.00707536798116625,0.005301331999369473,0.005160192430644485,1.2481127826299172,1.4741324217892924,2.305594938006138,0.00697696567122456,0.004571534282216982,0.004627421679953562,0,42,23,11.960350618497582,13.271073973949372,10.649627263045792,3.587383911450647,2.7195611633808197,2.67706107175883,2.269579817684644,2.8888178045353072,1.6020364276062935,3.5452017846421975,2.43988438459904,1.9500071915537434,0,0.0
52,47,35,14.583333333333336,10.166666666666668,16.333333333333336,0.005138406944537742,0.004781279425268706,0.0047447116756127615,1.4825018820787363,1.2487653487028467,1.3755818439321388,0.0048543982655235695,0.004509538806925832,0.0041964006387989,0,52,41,12.04227082821332,11.141148521340213,8.929302859015321,2.4185486527924103,2.3786862325589992,2.3345743674817903,4.635741700928548,4.822773071144098,1.3111535836736294,2.3696947717899857,1.951735777405268,1.9830994091150667,0,0.0
53,38,13,15.583333333333336,13.250000000000002,12.916666666666668,0.013491721544423494,0.010715920235305864,0.009985564080082266,1.4538964077758862,7.177615326317891,0.9293873379671993,0.013064245544569732,0.009418386016759091,0.0033105904176064654,0,40,20,13.189153764233634,12.28803145736053,12.943393135086426,4.059540198484363,3.8303220899830537,3.0977825576861355,2.0246899294230047,1.9999326526020127,1.7861510296044116,4.029998315612917,3.4620146272872585,2.0119932650501573,0,0.0
54,53,39,16.333333333333336,10.166666666666668,11.166666666666668,0.005138341084486868,0.0049397630653170675,0.004681674967362309,1.9159482618184143,1.3905256020091201,3.1284971618752024,0.00500651250036273,0.0048690164860339625,0.004507209605711044,0,48,25,13.189153764233634,14.09027607110674,13.516834603096585,3.5119372207990147,2.61210219382106,2.252204003950861,2.6681110078861536,2.1891328763088893,0.8344186928409556,3.4193669566041938,1.8975686527215514,1.028451492413777,0,0.0
55,48,28,6.833333333333334,9.416666666666668,14.916666666666668,0.0062480902025862225,0.004428773256186953,0.003986990601500062,1.9814098656824228,3.376750535279058,1.3321412961343242,0.006055765807839552,0.0039884306254728795,0.0037399060213689434,0,45,25,6.5536167772589495,12.28803145736053,5.7344146801015805,2.701588684325137,2.6530360727890683,2.4779864294440688,3.1663332883316286,1.839701571968618,4.226245922953083,2.659409261392697,2.563308033659854,2.218745095256312,0,0.0
56,65,43,9.500000000000002,9.166666666666668,9.833333333333334,0.005497479287979012,0.005486799996330652,0.004841267447205777,2.628705903277009,1.7395745154829996,0.9342879776470738,0.005248247993000372,0.0033694193614954185,0.0023139200491929936,0,37,13,9.011223068731056,8.847382649299579,8.519701810436635,3.9174102593511897,3.897104427778285,3.563940049337612,5.157880960930385,0.9862084688880088,2.380058978180827,3.869120693110359,2.0375384270338683,2.284972197873289,0,0.0
57,58,42,9.333333333333334,9.583333333333334,6.916666666666668,0.0040752607849572665,0.003768355087595179,0.0037137500489762883,4.491067049590839,1.1785383682528447,1.9752273719720819,0.003898368428744477,0.00022033659382017685,0.003558169873154855,0,49,34,5.7344146801015805,6.635536986974686,12.28803145736053,2.917735083265428,2.8447830359961044,2.357141584180897,5.849329746619219,2.8206029227502256,1.796701387319274,2.8739127175176353,2.2973142333375196,2.2664763638289673,0,0.0
58,58,41,6.916666666666668,9.166666666666668,9.833333333333334,0.004404081286751769,0.004260911137141939,0.004152449630257472,1.4501344708253328,1.3203854577710388,1.994593925758224,0.0043083579201875265,0.004092584450282886,0.0023858443169915075,0,32,17,8.847382649299579,8.519701810436635,9.011223068731056,3.7749270871669447,3.698798803074168,3.6628070059479576,2.7949238641681973,1.6605287924796812,1.1081223442470645,3.7394338942800913,1.9072068452366624,1.9395002685212652,0,0.0
59,36,23,14.333333333333336,16.166666666666668,15.666666666666668,0.00944165781932052,0.007817991038962134,0.00723669911655416,1.7659220810378997,1.2104214027646663,0.9356816355594901,0.009093430474034304,0.006385948352504835,0.00480585668093318,0,47,23,8.601622020152371,14.336036700253949,8.765462439583844,2.8573610976639374,2.836216532102572,2.5305904751577497,4.688310801685105,2.3117124197739543,0.9698813467582283,2.813690862039574,2.788680880108031,0.9647873624234446,0,0.0
