,#peaks_0.05,#peaks_0.1,freq 0,freq 1,freq 2,freq 3,freq 4,height 0,height 1,height 2,height 3,height 4,width 0,width 1,width 2,width 3,width 4,prominence 0,prominence 1,prominence 2,prominence 3,prominence 4,second harmonics ,target
651,5,2,19.625000000000004,9.875000000000002,1.1250000000000002,2.1250000000000004,4.875000000000001,0.010306519543462072,0.005877222540353491,0.003261309043263736,0.001904097210946955,0.0018846931662350745,1.3023926144603308,2.461516282020895,2.5155318269373943,2.2327706870234927,1.5962799011586384,0.010282174552694751,0.0058340317607305505,0.002941823817624195,0.0012100957109829995,0.0018096907011702996,1,0.0
652,14,9,1.0000000000000002,1.2500000000000002,1.6250000000000004,2.0000000000000004,9.875000000000002,0.016214705887731516,0.01220025440473677,0.011398177737287324,0.010766837074259277,0.010415396028997014,1.3912979759559594,2.0860444491268986,0.7497784803212095,0.980672734960617,2.309160664689415,0.015052680810056401,0.005115767411998204,0.003508908070398919,0.006392699330102175,0.01024790250732015,1,0.0
653,3,1,0.7500000000000002,9.875000000000002,0.5000000000000001,19.625000000000004,2.1250000000000004,0.028268055941123083,0.02285346781799202,0.02108594954679894,0.0161884025758431,0.014929808842197459,6.125784427239864,2.3479248120055587,0.6097934947015489,1.287523656873077,8.767316672255017,0.022982705564058216,0.02197698412896229,0.0003872842332915648,0.01562547620906178,0.011786407168666357,1,0.0
654,6,3,9.875000000000002,19.625000000000004,1.0000000000000002,1.2500000000000002,0.7500000000000002,0.014026034335797834,0.011745149757470204,0.0034866768164639518,0.0023374474986169397,0.0022530417801838484,2.257073032026369,1.308100491455093,1.6913451341322698,0.6227958043813508,0.7469990134296607,0.013935215375628345,0.01172067377875766,0.003039396852222155,0.00046030163018279916,0.0008003369516142518,1,0.0
655,13,7,9.875000000000002,1.2500000000000002,0.7500000000000002,19.625000000000004,1.7500000000000004,0.0054749901954302795,0.003740656240751545,0.002996657176387459,0.002837676626487059,0.002477383111231005,2.236417525351058,2.483765810293927,1.5956377421631904,1.3269889522705967,2.5452332459287472,0.005402481846686586,0.003491563676041412,0.001904164983519612,0.0028224001671584443,0.0021924965097484955,1,0.0
656,13,7,19.625000000000004,9.875000000000002,0.8750000000000002,2.0000000000000004,4.875000000000001,0.00562209921892923,0.0034922421426450342,0.0021994184770416426,0.0019667290302766006,0.0019209951632052497,1.2965240713044466,2.111704599652299,2.5604244185165683,1.6067511563473378,1.20288539730943,0.005605170491371263,0.003435518693415835,0.001949978854455279,0.001720088258201531,0.0017487231414668554,1,0.0
657,8,3,19.625000000000004,9.875000000000002,4.875000000000001,1.0000000000000002,2.2500000000000004,0.00644916796292182,0.0030601217178682,0.0017484627437536154,0.0015791893604377065,0.0011724275113266242,1.3027528372467714,2.148145637993622,1.2097542703835131,2.834283259857501,1.3123965152833108,0.0064226060348423885,0.0030289761382188383,0.0017085103194682766,0.0014382152615091371,0.0008369751901211632,1,0.0
658,21,12,1.2500000000000002,0.6250000000000001,0.3750000000000001,1.7500000000000004,2.1250000000000004,0.01472351045990645,0.014308831010240853,0.013570247312802288,0.012913246017195346,0.008779809045658964,1.6832140001846394,2.028382532028565,1.7696490378641643,1.2617749937091869,1.174319169182695,0.009495146611351025,0.009025068243488869,0.004870222210427445,0.011119223328717776,0.005088862491168829,1,0.0
659,7,2,19.625000000000004,9.875000000000002,1.2500000000000002,0.6250000000000001,2.1250000000000004,0.01878181000585492,0.017530965725165836,0.005350420499900368,0.004892689546895958,0.004395253263876686,1.2851142198837238,2.305367124769049,4.742599560909262,1.576382251966006,1.3367420913489134,0.018755526905310675,0.017288568951794134,0.0031976451822640396,0.002001210031705704,0.0026145381536713795,1,0.0
660,3,2,9.875000000000002,19.625000000000004,4.875000000000001,8.875000000000002,6.250000000000003,0.03124583690345749,0.029340743206459536,0.0037075471175706,0.0021528725964225347,0.0018781105590011196,2.2576338823704134,1.299332951343672,1.1946470597340308,0.6838814244620579,2.3302655235050906,0.031152219297866632,0.029249171732191555,0.003559068351264319,0.00031585298285673083,0.0016632984989471676,1,0.0
661,4,2,9.875000000000002,19.625000000000004,1.5000000000000004,2.0000000000000004,1.0000000000000002,0.027009286879564408,0.024609852947489755,0.004105554223810188,0.003605497573765804,0.0031893697063242925,2.2623709758199055,1.2935063901806814,1.5522506074603282,3.1230018851144266,2.04591213316737,0.02690554688030571,0.02458023377331167,0.0039963652538114736,0.0027540116948447926,0.0012136339710816556,1,0.0
662,5,3,19.625000000000004,9.875000000000002,0.8750000000000002,2.0000000000000004,0.5000000000000001,0.017788480826629028,0.014107789151524032,0.005014077716498285,0.003514888323326389,0.0031457245191503754,1.3030494364769254,2.2163115858231492,1.7938666316519196,1.90232587502482,2.003935419422511,0.017765195324209213,0.01396289994642416,0.004714324676436148,0.0028744685423243333,0.0021271504206861686,1,0.0
663,13,4,1.1250000000000002,0.7500000000000002,1.6250000000000004,2.5000000000000004,2.1250000000000004,0.015351634083535041,0.014637592474959037,0.012799629540665177,0.008270102642921575,0.007894645784625202,8.775099912155628,0.5771640548010728,2.1310331912269316,0.9746583047529143,1.0708147629222822,0.012882300686348158,0.0010934170655433652,0.0036748613011879927,0.003998510022161278,0.0020952843860840738,0,0.0
664,22,13,19.625000000000004,1.2500000000000002,0.7500000000000002,1.8750000000000004,1.6250000000000004,0.00883350113548148,0.008359987855599904,0.008116663358975885,0.007105313054400314,0.005763570161264323,1.2601434185194194,2.1234064365796783,2.0313931133464322,1.40874595511508,0.9707834108187434,0.008780160386162753,0.007301401891488459,0.004826725857032889,0.005434330453366774,0.002366177225275504,0,0.0
665,17,11,19.625000000000004,0.6250000000000001,1.0000000000000002,0.2500000000000001,1.8750000000000004,0.007768978730817222,0.006051084262580611,0.0060137544410685615,0.004453309802711296,0.004174588805990713,1.2764612147461776,4.084528145723783,0.6572095921467351,0.9804611812062549,6.007752656086447,0.0077053019280629185,0.004011766497873834,0.0014418882533561925,0.002319658932004291,0.0038956206705926797,0,0.0
666,17,9,1.2500000000000002,9.875000000000002,1.0000000000000002,0.6250000000000001,0.2500000000000001,0.011882230825384804,0.011142609638628669,0.01080270123334924,0.010667937279503895,0.005795089529239093,1.5913890745098875,2.2824927370912036,0.8901001931387071,1.5702869525570557,1.2704290074105802,0.010765642944699436,0.011083438578308707,0.005040260556824039,0.00632544889079671,0.003006938542670192,1,0.0
667,8,6,1.3750000000000002,0.3750000000000001,9.875000000000002,19.625000000000004,1.0000000000000002,0.032360987190162414,0.02795476761413199,0.02557114227500721,0.0212711347162277,0.019257603745967973,1.0085474300965718,2.1453493973324904,2.313126113067014,1.3010833549369636,2.0320337219210165,0.0235585342248806,0.01902257033890354,0.02509616666063056,0.021208381551209392,0.005300577236799164,1,0.0
668,3,2,19.625000000000004,9.875000000000002,0.3750000000000001,4.875000000000001,1.2500000000000002,0.04239377483166107,0.03287089353113567,0.007173827283245414,0.0044204744448430545,0.0043996416014333095,1.3031417437995856,2.24078367697237,3.0428031805872227,1.4689686047570305,1.7994706213520741,0.04230254428160599,0.0326459273462598,0.006318573719646679,0.004171676641501799,0.002160327815953231,1,0.0
669,2,2,19.625000000000004,9.875000000000002,1.0000000000000002,4.875000000000001,1.3750000000000002,0.033016863999439414,0.030067521396232463,0.003581928282372468,0.0025418531488795248,0.002211567352193418,1.295406694356302,2.246218284031542,1.9542112779347045,1.4664890196090994,0.9195990378864405,0.032952584960479106,0.029943192808587184,0.0030454859190381517,0.002390808044401986,0.0006392592853571059,1,0.0
670,4,2,19.625000000000004,9.875000000000002,1.0000000000000002,4.875000000000001,2.1250000000000004,0.020582199092904062,0.01648046972941141,0.003055274134926438,0.0025712843252989302,0.0022073121963109626,1.3106179134645686,2.2672636721591033,1.6870144225361718,1.2090464050746377,2.0068718297444725,0.02055658446911714,0.016431616852742314,0.0026396668517964855,0.0022171765581787423,0.0014655262470989429,1,0.0
671,28,19,19.625000000000004,0.8750000000000002,2.1250000000000004,1.8750000000000004,0.6250000000000001,0.007971585954398525,0.006987711723076618,0.006739226447452687,0.006284103832762451,0.0059417370662165426,1.2845582004931941,2.6136813483318164,1.7877568168620996,0.9687662087930331,0.8268089626878012,0.007919167917525604,0.0064453648516522,0.004893516885982502,0.0038136312330389103,0.0029449203347524724,0,0.0
672,5,2,19.625000000000004,9.875000000000002,1.0000000000000002,4.875000000000001,2.1250000000000004,0.011177444055741113,0.0035981511321086647,0.00227462514148842,0.0021510543645761704,0.0019789815174643724,1.3062644417890965,2.2527116185661953,2.2017876387124335,1.3513095603869516,2.6598136335612192,0.011152986958051767,0.0035250013233958893,0.002001657834569009,0.0020631315085616613,0.0016635750174332567,1,0.0
673,17,8,19.625000000000004,0.6250000000000001,0.8750000000000002,1.2500000000000002,3.3750000000000013,0.008296428672507145,0.006267169252177096,0.0049567833603068575,0.0045583981608438885,0.003607590870168129,1.2676637416371648,3.818106131390994,0.5827022616939512,0.8447889058038616,4.495877939874852,0.008227821919447702,0.005381272238190012,0.00037909879759585787,0.0018935641972702743,0.0031434366075588707,1,0.0
674,7,4,19.625000000000004,9.875000000000002,2.0000000000000004,0.8750000000000002,1.2500000000000002,0.00905168421302452,0.008632130853102389,0.003032710549886182,0.002449449765905146,0.002349047181485023,1.318755944662371,2.214943526023916,3.8455020952866317,1.8202246622247573,1.6824745716402276,0.009034613201397552,0.008478703718792457,0.002753910746801579,0.0012533889274491275,0.0007940253028675705,1,0.0
675,10,6,19.625000000000004,9.875000000000002,0.6250000000000001,0.8750000000000002,1.6250000000000004,0.035751522378239815,0.03523784260126745,0.023587287223534672,0.01598062800198444,0.012779301701093891,1.3295952835500202,2.290211331459531,5.246737161352397,2.5350321257368496,1.360337177960739,0.03557525279136586,0.03499117118939973,0.02242954511874455,0.0029057746454194695,0.005456117521910597,1,0.0
676,9,5,19.625000000000004,1.1250000000000002,0.7500000000000002,9.875000000000002,1.6250000000000004,0.04721893596789091,0.03851937402486478,0.03670984773343358,0.03394465755446454,0.02293815779197271,1.3173338975509807,5.352771897962307,0.7344515361134221,2.2403482760487776,1.8602224589166898,0.04646112454987416,0.02401112472205498,0.008743126555150624,0.030014232028736612,0.0021340430898058142,1,0.0
677,7,2,19.625000000000004,9.875000000000002,1.2500000000000002,1.7500000000000004,0.7500000000000002,0.0394907745650457,0.0232235284991991,0.00733967822809022,0.006886358565475552,0.00686301865580834,1.2951962879991754,2.2556743438677387,6.081151058549577,0.7974193861270233,3.92606104622823,0.0394327888667411,0.023119188037815062,0.00657766042084194,0.002022629811231731,0.005032272367899137,1,0.0
678,10,6,9.875000000000002,19.625000000000004,1.1250000000000002,3.0000000000000013,4.625000000000001,0.015262815273630062,0.012395080911718951,0.005254746984389584,0.00464439191241566,0.004639266869437224,2.438620929125605,1.3017883404334611,3.257312066574996,4.521165435449646,1.1966048715978417,0.014970912211913998,0.012304058948235873,0.00463349634095807,0.003781524118358589,0.0033887797001335195,1,0.0
679,12,8,9.875000000000002,19.625000000000004,4.875000000000001,1.0000000000000002,2.1250000000000004,0.003930036900891247,0.0031389717032188212,0.002134605329610344,0.0019538193289290948,0.0017246791018937393,2.2215995330075913,1.28680168398472,1.0916408076416317,2.4206090391800377,3.2061335467916336,0.00391535077349092,0.0031305870484118993,0.0019459212855983815,0.0015392068088988466,0.0011423919632075497,1,0.0
680,7,4,19.625000000000004,4.875000000000001,1.8750000000000004,1.1250000000000002,2.2500000000000004,0.006814967028301536,0.0023660805337646176,0.0017363674507229097,0.0016989627970407744,0.0016958243658380665,1.3047682925212882,1.3436798760971769,3.8459093861846796,2.7987886986613137,0.9560900370611982,0.006779038089921092,0.0023072591637155965,0.0014361202343676155,0.0012521964112726458,0.0006849783725341365,1,0.0
681,11,6,19.625000000000004,1.0000000000000002,9.875000000000002,2.2500000000000004,4.875000000000001,0.006074459122582874,0.003107156756615252,0.002748397016862253,0.0021480173327416,0.002116502068012625,1.3023781619069439,1.0223889745766463,2.08858690260422,1.3138072711287094,1.474391958440961,0.006033926605860435,0.0029735476429497702,0.0026996698312750896,0.002013015638625782,0.002055612918234299,1,0.0
682,12,8,9.875000000000002,19.625000000000004,1.5000000000000004,4.875000000000001,1.0000000000000002,0.005739105848539815,0.003786753336552319,0.0032995464652967104,0.0028283342396002104,0.002610211827159692,2.197063086428983,1.2967686731024628,3.1005834617451757,1.5349801437393538,1.1862571895205605,0.005725536168647912,0.0037529371338381,0.0030888703237965534,0.0028031299607521863,0.001876012451760872,1,0.0
683,8,5,19.625000000000004,9.875000000000002,1.1250000000000002,2.1250000000000004,1.5000000000000004,0.006477660013107039,0.0062603016770123076,0.002213907421607889,0.0018473179069203765,0.0018331511635816106,1.2768696511200517,2.1780872365950046,2.3119132849587674,2.476628238089358,2.0490678295946285,0.006469785570217368,0.006168875210580382,0.0017927129177094834,0.0017165221692304038,0.0008238360991676247,1,0.0
684,19,11,1.0000000000000002,19.625000000000004,4.875000000000001,1.5000000000000004,0.6250000000000001,0.006381485876869693,0.006012608401144057,0.005382529392313003,0.004973887814722436,0.004177520144795244,1.4578908720163986,1.339502753937495,1.3857188879973918,1.0730395770962993,1.5292408877491215,0.006219701101466556,0.005983054596562751,0.004823240951160002,0.0023596211861034,0.003431147454242377,0,0.0
685,10,8,1.0000000000000002,0.7500000000000002,4.875000000000001,2.2500000000000004,9.875000000000002,0.014047796439574541,0.012646996759731449,0.008203867840064015,0.00787833953946469,0.00583682434024108,1.5788650256414298,1.1331909416611703,1.3684665900374071,2.3070146515528087,2.103989993243758,0.012795675606884545,0.006987173904142059,0.007665102792215477,0.007331635212260643,0.0057905145993159875,1,0.0
