,#peaks_0.05,#peaks_0.1,freq 0,freq 1,freq 2,freq 3,freq 4,height 0,height 1,height 2,height 3,height 4,width 0,width 1,width 2,width 3,width 4,prominence 0,prominence 1,prominence 2,prominence 3,prominence 4,second harmonics ,#peaks_0.05,#peaks_0.1,freq 0,freq 1,freq 2,freq 3,freq 4,height 0,height 1,height 2,height 3,height 4,width 0,width 1,width 2,width 3,width 4,prominence 0,prominence 1,prominence 2,prominence 3,prominence 4,second harmonics ,target
0,4,2,8.487333736396613,16.851662636033858,1.7220677146311971,1.3530532043530834,0.6150241837968561,0.013457954214034572,0.008602031557996893,0.004335051996338551,0.003908995091952649,0.002635522384424368,2.110822698097224,1.3476465812964022,6.2658758880069785,1.5783944724791503,1.47672073434789,0.013258153185023613,0.00854048995572677,0.00410913777186428,0.0011285875803491634,0.0015050102311125744,1,11,2,8.464328899637243,16.928657799274486,8.101571946795648,8.82708585247884,9.068923821039904,10.37479499471734,3.315860376988892,2.1781172751355866,2.164460697574163,1.3523709152993229,2.4509464090492514,2.342131826752535,0.7634576450829798,0.8384269466588705,0.9006808739190575,10.318862213055347,3.2702781908488974,0.7858582571353085,1.1365385084828017,0.8670591739523408,1,1.0
1,3,2,8.487333736396613,16.851662636033858,1.3530532043530834,1.1070435308343407,7.872309552599757,0.02134569929008156,0.015374258139166675,0.0033155164021075427,0.003050948582048516,0.002116677346940236,2.0866826645133467,1.318819310752957,4.498887463966728,0.8249235656956913,0.5788420727250809,0.02123072666160057,0.015316471430165325,0.0031522639788294326,0.0012466648765175092,2.1312211833669856e-05,1,11,2,8.464328899637243,16.928657799274486,8.101571946795648,8.82708585247884,9.068923821039904,9.461273620973886,3.385808359272762,1.9637738764601764,1.9503197227785996,1.2479598306850432,2.4502969632682152,2.3691851825500976,0.7765034033715209,0.8588749442805721,0.9162547799639782,9.364240083330106,3.3487768883515296,0.7514084034258577,1.0765377857278975,0.7975188301254004,1,1.0
2,5,4,8.487333736396613,16.851662636033858,5.0431983071342215,1.7220677146311971,3.4441354292623942,0.011131585595692505,0.009203181160115459,0.0029331230899661306,0.002225457659406083,0.0010818680027695083,2.1378503216592435,1.2971583983128028,1.2129223204227486,1.1565415491714417,1.3394321211453466,0.011107580961432427,0.00911313026520668,0.002878991161788341,0.002117546044686381,0.000925538780913195,1,10,2,8.464328899637243,16.928657799274486,8.82708585247884,8.101571946795648,1.692865779927449,8.283742661422476,3.562781554394768,1.7643532890559197,1.6913285621289331,1.5147600507562164,2.4886259844712555,2.503357710062147,0.8703445259834409,0.7463281038303933,2.4921875315524105,8.233087907766697,3.5447641362884514,1.0789120578805458,0.5190980553717444,1.3859398369940172,1,1.0
3,5,5,16.851662636033858,8.487333736396613,1.3530532043530834,5.0431983071342215,12.669498186215234,0.014974355977029497,0.0146890167869177,0.0044241672094129155,0.003084121676360759,0.003022097575756261,1.3221225593692054,2.0588782395938097,1.2257879403384295,1.1143833863352557,1.0893221409158684,0.014949916601679774,0.014620271432930137,0.0042740830465450574,0.002870199873965633,0.002993799144625725,1,12,2,8.464328899637243,16.928657799274486,8.101571946795648,8.82708585247884,9.068923821039904,10.061105714210328,3.9754450309713762,2.171929572527833,1.980686416317972,1.3135641722217692,2.47745086320829,2.42166005161738,0.7594260491266454,0.8719295829832987,0.9198652246500528,10.022570947107113,3.9704972990192364,0.7217592835458253,1.1107873007675892,0.82615410657454,1,1.0
4,3,3,8.487333736396613,16.851662636033858,12.669498186215234,4.305169286577993,13.530532043530837,0.017387551531665622,0.008337420787613672,0.002357714477172121,0.0011280431025250824,0.000999164939991105,2.0355354323813515,1.3139043563796522,1.0732967440513477,2.113594577340919,1.1879058606938884,0.01731105180584917,0.008264414846439338,0.0022701005237807147,0.0009851734813189107,0.0008417069629772781,1,12,2,8.464328899637243,16.928657799274486,8.101571946795648,8.82708585247884,9.068923821039904,10.101135715279106,3.772985005659042,2.1699960976402357,2.034553770506004,1.3119337390891144,2.479565521486052,2.382755090867704,0.7740184952971134,0.8704677321410941,0.9255366202596348,10.063779305719649,3.7554898611900938,0.7704644375666819,1.1883444239598888,0.8812233277495678,1,1.0
5,8,3,11.940370370370376,6.028148148148151,0.8114814814814816,1.2751851851851854,3.941481481481482,0.008117617303565212,0.00212239964361221,0.0020486652381826406,0.001727360392677123,0.0014058325770463355,1.4108663957014331,1.5296623132262397,3.1159964905659887,1.791251990781454,2.1884351616575546,0.008114441777541349,0.002069098202644447,0.001955812804303244,0.0008257370025644591,0.0012425339364134178,1,9,1,11.851851851851851,7.407407407407407,10.370370370370368,13.333333333333336,12.535612535612536,6.916544633037598,2.1178897984638767,2.042650511070083,1.638137478551415,1.246958323918418,2.690967631706002,2.5865763057849516,3.66588055325262,3.4868865683840515,1.1380348338128383,6.837914083977402,1.9651908054312357,1.7254564480381809,1.4831259504167762,0.4486181409878643,0,1.0
6,23,8,11.940370370370376,0.9274074074074076,6.028148148148151,1.3911111111111114,11.128888888888893,0.005225436803385645,0.0018128561096834,0.0017379042408270384,0.0015274692304867252,0.0014227827117292205,1.4067048246092069,2.68379900113273,1.4209166475134154,4.5449268645629415,1.4285927932820215,0.00520546354152428,0.0017906339421692183,0.0016256136653908801,0.0010577914237099343,0.000997873821793056,1,13,2,11.851851851851851,7.407407407407407,10.370370370370368,9.002849002849002,8.433048433048434,5.891806062908658,2.5586689786580457,2.4884014494154068,1.9389955560036625,1.7226598015130623,2.844980908822592,2.563077383004717,4.570550279715262,2.0270582156710475,1.553993548916992,5.857605213832763,2.3985794089786947,2.159725871094974,1.3881687370796456,0.9622097288985614,0,1.0
7,19,6,11.940370370370376,0.9274074074074076,1.3911111111111114,1.6229629629629632,10.317407407407408,0.005198831891752101,0.0029455229961486322,0.0028281538102455602,0.0023538014827646256,0.0013487830554542988,1.3767269703152891,2.470659667808292,1.2290507914207842,0.9558324965675684,1.6034807553655526,0.005176869782611045,0.002874099228288333,0.0018416130136373167,0.000788668737243758,0.0010809030991872706,0,20,6,8.433048433048434,7.407407407407407,11.965811965811966,9.002849002849002,8.774928774928775,3.564295822282602,2.9418788455417206,2.9217677737917582,2.8115046838229762,2.3432410309815546,2.130968870451269,2.3412109511761727,2.6535609549739827,2.13447475644277,1.5595890306030498,3.501452298043467,2.4194338483448767,2.8910101399132504,2.226286298624545,1.0135484129503158,0,1.0
8,33,21,4.057407407407409,2.550370370370371,11.824444444444447,3.7096296296296303,3.1300000000000003,0.006315650846802814,0.0059214864688431155,0.005546925433748402,0.00501959749112085,0.0040388205352244345,5.118465166213742,4.272014770957284,2.048105059823399,0.906762404020082,0.8766352161723532,0.006036280943911017,0.004260329531794449,0.0052903151231190595,0.001322674467750801,0.0013823907099632768,0,6,1,11.851851851851851,10.370370370370368,13.333333333333336,12.535612535612536,12.763532763532766,8.262071291729228,2.2043362862147027,1.9493230731789373,1.5501628330384976,1.3518135147301265,2.6917141811792926,3.1285919721720603,3.4024264628894656,0.890925171175823,0.8032530774034115,8.203705542809777,1.8766495467163853,1.4078090806923125,0.5355349378693846,0.4866090539788434,0,1.0
9,2,1,8.199596972377865,16.39919394475573,8.599577312493857,7.699621547232872,7.399636292145878,0.035416476510030534,0.012501971681661127,0.004942769233467869,0.004920004531756692,0.004375727674373506,1.3738939335367917,3.741570502376504,1.001808424584098,2.1323725108581613,2.1351500970986166,0.035291509153192464,0.012412539214993776,0.0028330746790114565,0.0038267776681569117,0.0024744382289189517,1,1,1,9.633343163275336,19.26668632655068,9.928241423375603,0.7863953602673744,1.6710901405681706,11.90710262960352,3.0578874842895005,1.5449957069952411,0.9788438032909944,0.9745311122786292,1.4372135833969253,2.0256810679343857,2.349623610870694,9.20780131963799,1.2501562777597606,11.875595331616811,2.9919300535119806,1.1014085037060812,0.8793138365567159,0.5447589700149619,1,1.0
